,balance,housing,loan,day,duration,campaign,pdays,Previous
131,5773.0,0.0,0.0,23.0,597.0,6.0,0.0,0.0
132,278.0,1.0,0.0,23.0,1015.0,3.0,0.0,0.0
133,2910.0,1.0,0.0,23.0,1392.0,2.0,0.0,0.0
134,541.0,1.0,0.0,26.0,414.0,2.0,0.0,0.0
135,1262.0,1.0,0.0,26.0,788.0,11.0,0.0,0.0
136,0.0,1.0,0.0,26.0,682.0,1.0,0.0,0.0
137,125.0,0.0,0.0,26.0,679.0,2.0,0.0,0.0
138,0.0,1.0,0.0,26.0,1560.0,2.0,0.0,0.0
139,620.0,1.0,0.0,26.0,1234.0,3.0,0.0,0.0
140,316.0,1.0,0.0,26.0,642.0,2.0,0.0,0.0
141,2287.0,1.0,0.0,26.0,895.0,4.0,0.0,0.0
142,198.0,1.0,0.0,26.0,431.0,2.0,0.0,0.0
143,460.0,1.0,0.0,26.0,741.0,6.0,0.0,0.0
144,1145.0,1.0,0.0,26.0,1272.0,4.0,0.0,0.0
145,0.0,1.0,0.0,26.0,748.0,3.0,0.0,0.0
146,685.0,1.0,0.0,26.0,896.0,3.0,0.0,0.0
147,901.0,1.0,0.0,26.0,764.0,2.0,0.0,0.0
148,351.0,1.0,0.0,27.0,1063.0,5.0,0.0,0.0
149,0.0,1.0,1.0,27.0,1051.0,1.0,0.0,0.0
150,274.0,1.0,0.0,27.0,731.0,3.0,0.0,0.0
151,0.0,1.0,1.0,27.0,751.0,1.0,0.0,0.0
152,97.0,1.0,0.0,27.0,709.0,1.0,0.0,0.0
153,51.0,1.0,1.0,27.0,3094.0,2.0,0.0,0.0
154,314.0,0.0,0.0,28.0,938.0,2.0,0.0,0.0
155,6840.0,1.0,0.0,28.0,1560.0,2.0,0.0,0.0
156,668.0,1.0,0.0,28.0,576.0,3.0,0.0,0.0
157,54.0,1.0,0.0,28.0,543.0,2.0,0.0,0.0
158,1242.0,1.0,0.0,28.0,615.0,2.0,0.0,0.0
159,292.0,1.0,0.0,28.0,507.0,1.0,0.0,0.0
160,665.0,1.0,0.0,28.0,1183.0,1.0,0.0,0.0
161,1058.0,1.0,0.0,28.0,864.0,2.0,0.0,0.0
162,949.0,1.0,0.0,28.0,1730.0,1.0,0.0,0.0
163,606.0,1.0,0.0,28.0,560.0,9.0,0.0,0.0
164,0.0,1.0,1.0,29.0,543.0,1.0,0.0,0.0
165,404.0,1.0,0.0,29.0,539.0,1.0,0.0,0.0
166,249.0,1.0,0.0,29.0,791.0,2.0,0.0,0.0
167,3354.0,1.0,0.0,29.0,746.0,1.0,0.0,0.0
168,0.0,1.0,0.0,29.0,1207.0,1.0,0.0,0.0
169,589.0,1.0,0.0,29.0,535.0,2.0,0.0,0.0
170,12956.0,1.0,0.0,29.0,789.0,3.0,0.0,0.0
171,873.0,1.0,0.0,29.0,792.0,3.0,0.0,0.0
172,594.0,1.0,0.0,29.0,833.0,2.0,0.0,0.0
173,0.0,1.0,0.0,29.0,814.0,2.0,0.0,0.0
174,4692.0,1.0,0.0,29.0,1363.0,2.0,0.0,0.0
175,486.0,1.0,0.0,29.0,1109.0,3.0,0.0,0.0
176,1593.0,1.0,0.0,29.0,828.0,3.0,0.0,0.0
177,7606.0,1.0,0.0,30.0,917.0,1.0,0.0,0.0
178,226.0,1.0,0.0,30.0,762.0,3.0,0.0,0.0
179,366.0,1.0,1.0,30.0,1133.0,2.0,0.0,0.0
180,16.0,1.0,0.0,30.0,638.0,1.0,0.0,0.0
181,565.0,1.0,0.0,30.0,763.0,1.0,0.0,0.0
182,19.0,1.0,0.0,30.0,604.0,2.0,0.0,0.0
183,1082.0,1.0,0.0,30.0,854.0,2.0,0.0,0.0
184,1713.0,1.0,0.0,30.0,855.0,2.0,0.0,0.0
185,14481.0,1.0,0.0,30.0,1269.0,1.0,0.0,0.0
186,5724.0,1.0,0.0,30.0,691.0,10.0,0.0,0.0
187,1451.0,1.0,0.0,30.0,1097.0,15.0,0.0,0.0
188,0.0,1.0,0.0,30.0,1236.0,2.0,0.0,0.0
189,3674.0,1.0,0.0,30.0,886.0,3.0,0.0,0.0
190,698.0,1.0,1.0,30.0,1343.0,3.0,0.0,0.0
191,4136.0,1.0,0.0,30.0,812.0,3.0,0.0,0.0
192,2656.0,1.0,0.0,30.0,1980.0,2.0,0.0,0.0
193,2904.0,1.0,0.0,30.0,984.0,2.0,0.0,0.0
194,1004.0,1.0,0.0,30.0,228.0,2.0,0.0,0.0
195,410.0,1.0,0.0,30.0,891.0,4.0,0.0,0.0
196,0.0,1.0,0.0,30.0,745.0,12.0,0.0,0.0
197,0.0,1.0,0.0,30.0,539.0,12.0,0.0,0.0
198,62.0,1.0,0.0,30.0,1044.0,5.0,0.0,0.0
199,416.0,1.0,0.0,30.0,1193.0,2.0,0.0,0.0
200,2763.0,1.0,0.0,2.0,526.0,2.0,0.0,0.0
201,2984.0,1.0,0.0,2.0,394.0,1.0,0.0,0.0
202,143.0,1.0,1.0,2.0,659.0,2.0,0.0,0.0
203,0.0,1.0,0.0,2.0,1036.0,1.0,0.0,0.0
204,696.0,1.0,0.0,2.0,815.0,1.0,0.0,0.0
205,152.0,1.0,0.0,2.0,563.0,1.0,0.0,0.0
206,0.0,1.0,0.0,2.0,1068.0,1.0,0.0,0.0
207,867.0,1.0,0.0,2.0,230.0,3.0,0.0,0.0
208,953.0,1.0,0.0,2.0,747.0,2.0,0.0,0.0
209,443.0,1.0,0.0,2.0,671.0,5.0,0.0,0.0
210,0.0,1.0,0.0,2.0,555.0,5.0,0.0,0.0
211,415.0,1.0,0.0,2.0,777.0,4.0,0.0,0.0
212,260.0,1.0,0.0,2.0,707.0,14.0,0.0,0.0
213,0.0,1.0,0.0,2.0,432.0,4.0,0.0,0.0
214,1279.0,1.0,0.0,3.0,1173.0,3.0,0.0,0.0
215,86.0,1.0,1.0,3.0,963.0,2.0,0.0,0.0
216,0.0,1.0,1.0,3.0,941.0,3.0,0.0,0.0
217,0.0,0.0,0.0,3.0,1025.0,7.0,0.0,0.0
218,178.0,1.0,0.0,3.0,732.0,2.0,0.0,0.0
219,278.0,1.0,0.0,3.0,1045.0,3.0,0.0,0.0
220,425.0,1.0,0.0,3.0,768.0,1.0,0.0,0.0
221,168.0,1.0,0.0,3.0,801.0,1.0,0.0,0.0
222,0.0,1.0,0.0,3.0,482.0,2.0,0.0,0.0
223,126.0,1.0,0.0,3.0,2456.0,2.0,0.0,0.0
224,0.0,1.0,0.0,3.0,1363.0,7.0,0.0,0.0
225,6281.0,1.0,0.0,3.0,1336.0,4.0,0.0,0.0
226,644.0,1.0,0.0,4.0,633.0,1.0,0.0,0.0
227,377.0,1.0,0.0,4.0,524.0,15.0,0.0,0.0
228,0.0,1.0,0.0,4.0,578.0,1.0,0.0,0.0
229,5839.0,1.0,0.0,4.0,984.0,2.0,0.0,0.0
230,492.0,1.0,0.0,4.0,638.0,1.0,0.0,0.0
231,99.0,1.0,0.0,4.0,767.0,2.0,0.0,0.0
232,0.0,1.0,0.0,4.0,525.0,2.0,0.0,0.0
233,32.0,1.0,0.0,4.0,563.0,1.0,0.0,0.0
234,543.0,1.0,1.0,4.0,1449.0,6.0,0.0,0.0
235,403.0,1.0,0.0,4.0,920.0,1.0,0.0,0.0
236,437.0,1.0,0.0,4.0,908.0,1.0,0.0,0.0
237,1772.0,0.0,0.0,5.0,208.0,1.0,0.0,0.0
238,0.0,1.0,0.0,5.0,910.0,2.0,0.0,0.0
239,0.0,0.0,0.0,5.0,1446.0,1.0,0.0,0.0
240,853.0,0.0,0.0,5.0,1149.0,2.0,0.0,0.0
241,240.0,0.0,0.0,5.0,1123.0,1.0,0.0,0.0
242,849.0,1.0,0.0,5.0,508.0,2.0,0.0,0.0
243,318.0,1.0,0.0,5.0,736.0,2.0,0.0,0.0
244,703.0,1.0,0.0,5.0,590.0,3.0,0.0,0.0
245,61.0,0.0,0.0,5.0,636.0,1.0,0.0,0.0
246,104.0,0.0,1.0,5.0,701.0,1.0,0.0,0.0
247,1996.0,0.0,0.0,5.0,761.0,2.0,0.0,0.0
248,1238.0,0.0,0.0,5.0,1558.0,1.0,0.0,0.0
249,879.0,0.0,0.0,5.0,1053.0,2.0,0.0,0.0
250,425.0,1.0,0.0,5.0,562.0,15.0,0.0,0.0
251,416.0,1.0,0.0,5.0,494.0,5.0,0.0,0.0
252,844.0,0.0,0.0,5.0,1018.0,3.0,0.0,0.0
253,860.0,1.0,0.0,5.0,884.0,4.0,0.0,0.0
254,639.0,1.0,0.0,6.0,709.0,5.0,0.0,0.0
255,710.0,1.0,1.0,6.0,1276.0,2.0,0.0,0.0
256,1508.0,0.0,1.0,6.0,381.0,2.0,0.0,0.0
257,223.0,1.0,0.0,6.0,862.0,11.0,0.0,0.0
258,619.0,1.0,0.0,6.0,460.0,4.0,0.0,0.0
259,319.0,1.0,0.0,6.0,467.0,3.0,0.0,0.0
260,480.0,0.0,0.0,6.0,648.0,2.0,0.0,0.0
261,213.0,1.0,0.0,6.0,2653.0,3.0,0.0,0.0
262,68.0,0.0,0.0,6.0,1085.0,1.0,0.0,0.0
263,2788.0,1.0,0.0,6.0,369.0,2.0,0.0,0.0
264,7561.0,0.0,0.0,6.0,685.0,3.0,0.0,0.0
265,0.0,1.0,0.0,9.0,1055.0,10.0,0.0,0.0
266,1595.0,0.0,0.0,9.0,882.0,1.0,0.0,0.0
267,1046.0,0.0,0.0,9.0,901.0,1.0,0.0,0.0
268,1382.0,0.0,0.0,9.0,700.0,1.0,0.0,0.0
269,217.0,1.0,0.0,9.0,491.0,6.0,0.0,0.0
270,183.0,0.0,0.0,9.0,940.0,1.0,0.0,0.0
271,1321.0,0.0,0.0,9.0,3881.0,3.0,0.0,0.0
272,25.0,0.0,0.0,9.0,486.0,3.0,0.0,0.0
273,4844.0,0.0,0.0,9.0,1137.0,3.0,0.0,0.0
274,5345.0,0.0,0.0,11.0,878.0,3.0,0.0,0.0
275,812.0,0.0,1.0,11.0,583.0,4.0,0.0,0.0
276,105.0,0.0,0.0,11.0,1159.0,4.0,0.0,0.0
277,0.0,0.0,1.0,11.0,893.0,8.0,0.0,0.0
278,625.0,0.0,1.0,11.0,867.0,1.0,0.0,0.0
279,293.0,0.0,0.0,11.0,706.0,1.0,0.0,0.0
280,1033.0,0.0,0.0,11.0,1199.0,1.0,0.0,0.0
281,1210.0,0.0,0.0,11.0,935.0,1.0,0.0,0.0
282,64.0,0.0,0.0,11.0,586.0,1.0,0.0,0.0
283,164.0,0.0,0.0,11.0,967.0,2.0,0.0,0.0
284,1766.0,0.0,0.0,11.0,595.0,2.0,0.0,0.0
285,1248.0,0.0,0.0,11.0,1290.0,2.0,0.0,0.0
286,0.0,0.0,0.0,12.0,614.0,2.0,0.0,0.0
287,826.0,0.0,0.0,12.0,885.0,1.0,0.0,0.0
288,2630.0,0.0,0.0,12.0,651.0,5.0,0.0,0.0
289,3727.0,0.0,0.0,12.0,993.0,6.0,0.0,0.0
290,406.0,1.0,0.0,12.0,577.0,2.0,0.0,0.0
291,2999.0,0.0,0.0,12.0,1141.0,6.0,0.0,0.0
292,1000.0,1.0,0.0,12.0,1268.0,2.0,0.0,0.0
293,503.0,0.0,1.0,12.0,1243.0,7.0,0.0,0.0
294,0.0,1.0,0.0,12.0,465.0,3.0,0.0,0.0
295,361.0,1.0,0.0,16.0,513.0,2.0,0.0,0.0
296,274.0,1.0,0.0,16.0,686.0,11.0,0.0,0.0
297,3687.0,1.0,1.0,16.0,741.0,4.0,0.0,0.0
298,323.0,0.0,0.0,16.0,617.0,1.0,0.0,0.0
299,981.0,0.0,0.0,16.0,1093.0,1.0,0.0,0.0
300,638.0,1.0,0.0,16.0,1395.0,2.0,0.0,0.0
301,3229.0,0.0,0.0,16.0,1089.0,1.0,0.0,0.0
302,1610.0,1.0,0.0,16.0,1248.0,3.0,0.0,0.0
303,33.0,0.0,1.0,16.0,721.0,3.0,0.0,0.0
304,536.0,1.0,0.0,16.0,750.0,2.0,0.0,0.0
305,0.0,0.0,0.0,16.0,637.0,6.0,0.0,0.0
306,3057.0,0.0,0.0,16.0,2769.0,4.0,0.0,0.0
307,2892.0,0.0,0.0,17.0,556.0,1.0,0.0,0.0
308,0.0,0.0,0.0,17.0,522.0,1.0,0.0,0.0
309,3316.0,0.0,0.0,17.0,1345.0,3.0,0.0,0.0
310,106.0,0.0,0.0,17.0,676.0,2.0,0.0,0.0
311,2303.0,1.0,0.0,17.0,775.0,3.0,0.0,0.0
312,3301.0,0.0,0.0,17.0,2621.0,3.0,0.0,0.0
313,426.0,0.0,0.0,18.0,1029.0,1.0,0.0,0.0
314,9.0,0.0,0.0,18.0,371.0,2.0,0.0,0.0
315,0.0,1.0,0.0,18.0,1528.0,2.0,0.0,0.0
316,11008.0,0.0,0.0,18.0,1540.0,1.0,0.0,0.0
317,4930.0,0.0,0.0,18.0,973.0,1.0,0.0,0.0
318,707.0,0.0,0.0,18.0,707.0,1.0,0.0,0.0
319,4.0,1.0,1.0,18.0,625.0,2.0,0.0,0.0
320,126.0,0.0,0.0,18.0,1255.0,1.0,0.0,0.0
321,671.0,1.0,0.0,18.0,704.0,4.0,0.0,0.0
322,219.0,0.0,1.0,18.0,1574.0,3.0,0.0,0.0
323,3622.0,0.0,0.0,19.0,1135.0,4.0,0.0,0.0
324,1580.0,0.0,1.0,19.0,1007.0,1.0,0.0,0.0
325,1319.0,0.0,0.0,19.0,1318.0,3.0,0.0,0.0
326,2152.0,0.0,0.0,19.0,922.0,2.0,0.0,0.0
327,2843.0,1.0,0.0,19.0,585.0,1.0,0.0,0.0
328,0.0,0.0,0.0,19.0,952.0,4.0,0.0,0.0
329,1115.0,0.0,0.0,19.0,834.0,1.0,0.0,0.0
330,625.0,0.0,0.0,19.0,651.0,3.0,0.0,0.0
331,246.0,0.0,0.0,19.0,683.0,3.0,0.0,0.0
332,61.0,1.0,0.0,19.0,1012.0,1.0,0.0,0.0
333,0.0,1.0,0.0,19.0,958.0,7.0,0.0,0.0
334,519.0,0.0,0.0,20.0,973.0,2.0,0.0,0.0
335,522.0,0.0,1.0,20.0,911.0,1.0,0.0,0.0
336,0.0,1.0,0.0,20.0,382.0,7.0,0.0,0.0
337,2269.0,0.0,0.0,20.0,1210.0,1.0,0.0,0.0
338,386.0,0.0,1.0,20.0,838.0,1.0,0.0,0.0
339,0.0,0.0,1.0,20.0,422.0,1.0,0.0,0.0
340,9103.0,0.0,1.0,20.0,1098.0,2.0,0.0,0.0
341,908.0,1.0,0.0,20.0,1663.0,1.0,0.0,0.0
342,1694.0,0.0,1.0,20.0,560.0,3.0,0.0,0.0
343,0.0,1.0,1.0,20.0,1617.0,1.0,0.0,0.0
344,188.0,1.0,1.0,20.0,570.0,2.0,0.0,0.0
345,0.0,0.0,0.0,20.0,1023.0,3.0,0.0,0.0
346,740.0,1.0,0.0,20.0,585.0,2.0,0.0,0.0
347,655.0,0.0,0.0,20.0,693.0,3.0,0.0,0.0
348,867.0,1.0,0.0,20.0,546.0,10.0,0.0,0.0
349,1009.0,1.0,1.0,20.0,1036.0,5.0,0.0,0.0
350,6360.0,0.0,0.0,20.0,1409.0,2.0,0.0,0.0
351,4145.0,0.0,0.0,20.0,988.0,4.0,0.0,0.0
352,0.0,0.0,0.0,23.0,498.0,2.0,0.0,0.0
353,0.0,1.0,0.0,23.0,670.0,3.0,0.0,0.0
354,149.0,1.0,0.0,23.0,662.0,2.0,0.0,0.0
355,52.0,1.0,0.0,24.0,528.0,2.0,0.0,0.0
356,335.0,1.0,0.0,26.0,519.0,3.0,0.0,0.0
357,526.0,1.0,1.0,26.0,677.0,3.0,0.0,0.0
358,0.0,0.0,1.0,26.0,3183.0,2.0,0.0,0.0
359,0.0,0.0,1.0,27.0,422.0,6.0,0.0,0.0
360,0.0,0.0,1.0,27.0,856.0,2.0,0.0,0.0
361,75.0,1.0,0.0,1.0,479.0,9.0,0.0,0.0
362,0.0,0.0,0.0,1.0,1135.0,2.0,0.0,0.0
363,158.0,0.0,0.0,1.0,650.0,2.0,0.0,0.0
364,84.0,0.0,1.0,3.0,587.0,3.0,0.0,0.0
365,114.0,0.0,1.0,3.0,676.0,1.0,0.0,0.0
366,0.0,0.0,0.0,4.0,584.0,1.0,0.0,0.0
367,0.0,1.0,0.0,4.0,1044.0,3.0,0.0,0.0
368,49.0,1.0,0.0,7.0,494.0,4.0,0.0,0.0
369,216.0,0.0,0.0,7.0,615.0,2.0,0.0,0.0
370,506.0,1.0,0.0,7.0,718.0,2.0,0.0,0.0
371,213.0,1.0,0.0,7.0,434.0,3.0,0.0,0.0
372,170.0,0.0,0.0,7.0,782.0,1.0,0.0,0.0
373,776.0,0.0,1.0,7.0,722.0,3.0,0.0,0.0
374,879.0,0.0,0.0,7.0,621.0,2.0,0.0,0.0
375,1633.0,0.0,0.0,7.0,629.0,2.0,0.0,0.0
376,926.0,0.0,0.0,7.0,385.0,5.0,0.0,0.0
377,2559.0,0.0,0.0,7.0,889.0,1.0,0.0,0.0
378,909.0,0.0,1.0,7.0,532.0,1.0,0.0,0.0
379,0.0,0.0,1.0,7.0,574.0,1.0,0.0,0.0
380,1085.0,1.0,1.0,7.0,599.0,1.0,0.0,0.0
381,1265.0,0.0,1.0,7.0,849.0,1.0,0.0,0.0
382,0.0,1.0,1.0,7.0,973.0,3.0,0.0,0.0
383,726.0,0.0,0.0,7.0,719.0,2.0,0.0,0.0
384,296.0,0.0,1.0,8.0,509.0,4.0,0.0,0.0
385,0.0,1.0,1.0,8.0,740.0,1.0,0.0,0.0
386,0.0,0.0,0.0,8.0,534.0,1.0,0.0,0.0
387,551.0,0.0,0.0,8.0,531.0,1.0,0.0,0.0
388,0.0,0.0,1.0,8.0,634.0,1.0,0.0,0.0
389,101.0,0.0,1.0,8.0,460.0,3.0,0.0,0.0
390,517.0,0.0,1.0,8.0,681.0,1.0,0.0,0.0
391,37.0,0.0,1.0,8.0,1082.0,1.0,0.0,0.0
392,854.0,0.0,1.0,8.0,730.0,1.0,0.0,0.0
393,30.0,0.0,1.0,8.0,716.0,5.0,0.0,0.0
394,81.0,0.0,1.0,8.0,803.0,2.0,0.0,0.0
395,0.0,0.0,0.0,8.0,635.0,1.0,0.0,0.0
396,663.0,0.0,1.0,8.0,819.0,3.0,0.0,0.0
397,102.0,0.0,1.0,8.0,658.0,2.0,0.0,0.0
398,370.0,0.0,1.0,8.0,1061.0,4.0,0.0,0.0
399,189.0,0.0,1.0,8.0,687.0,2.0,0.0,0.0
400,111.0,0.0,0.0,9.0,537.0,1.0,0.0,0.0
401,665.0,1.0,0.0,9.0,781.0,1.0,0.0,0.0
